Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 		2022M08	246.416
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 		2022M07	191.744
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 	Residentes en España	2022M12	79.816
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 	Residentes en España	2022M11	106.019
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 	Residentes en España	2022M10	152.223
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 	Residentes en España	2022M09	135.597
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 	Residentes en España	2022M08	178.587
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 	Residentes en España	2022M07	132.529
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	16.884
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	21.908
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	37.486
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	55.189
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	67.828
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	59.214
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 		2022M12	56.963
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 		2022M11	66.873
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 		2022M10	99.414
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 		2022M09	108.043
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 		2022M08	131.170
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 		2022M07	104.218
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 	Residentes en España	2022M12	46.776
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 	Residentes en España	2022M11	54.646
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 	Residentes en España	2022M10	76.216
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 	Residentes en España	2022M09	70.809
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 	Residentes en España	2022M08	85.584
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 	Residentes en España	2022M07	69.289
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 	Residentes en el Extranjero	2022M12	10.187
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 	Residentes en el Extranjero	2022M11	12.227
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 	Residentes en el Extranjero	2022M10	23.198
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 	Residentes en el Extranjero	2022M09	37.234
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 	Residentes en el Extranjero	2022M08	45.586
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Viajero	Total 	Residentes en el Extranjero	2022M07	34.930
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 		2022M12	96.700
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 		2022M11	127.927
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 		2022M10	189.709
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 		2022M09	190.787
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 		2022M08	246.416
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 		2022M07	191.744
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 	Residentes en España	2022M12	79.816
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 	Residentes en España	2022M11	106.019
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 	Residentes en España	2022M10	152.223
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 	Residentes en España	2022M09	135.597
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 	Residentes en España	2022M08	178.587
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 	Residentes en España	2022M07	132.529
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	16.884
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	21.908
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	37.486
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	55.189
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	67.828
Total Nacional	15 Navarra, Comunidad Foral de	31 Navarra	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	59.214
Total Nacional	16 País Vasco		Viajero	Total 		2022M12	217.849
Total Nacional	16 País Vasco		Viajero	Total 		2022M11	231.780
Total Nacional	16 País Vasco		Viajero	Total 		2022M10	302.414
Total Nacional	16 País Vasco		Viajero	Total 		2022M09	326.836
Total Nacional	16 País Vasco		Viajero	Total 		2022M08	388.236
Total Nacional	16 País Vasco		Viajero	Total 		2022M07	376.630
Total Nacional	16 País Vasco		Viajero	Total 	Residentes en España	2022M12	153.573
Total Nacional	16 País Vasco		Viajero	Total 	Residentes en España	2022M11	154.799
Total Nacional	16 País Vasco		Viajero	Total 	Residentes en España	2022M10	173.301
Total Nacional	16 País Vasco		Viajero	Total 	Residentes en España	2022M09	166.753
Total Nacional	16 País Vasco		Viajero	Total 	Residentes en España	2022M08	203.028
Total Nacional	16 País Vasco		Viajero	Total 	Residentes en España	2022M07	187.786
Total Nacional	16 País Vasco		Viajero	Total 	Residentes en el Extranjero	2022M12	64.276
Total Nacional	16 País Vasco		Viajero	Total 	Residentes en el Extranjero	2022M11	76.981
Total Nacional	16 País Vasco		Viajero	Total 	Residentes en el Extranjero	2022M10	129.113
Total Nacional	16 País Vasco		Viajero	Total 	Residentes en el Extranjero	2022M09	160.083
Total Nacional	16 País Vasco		Viajero	Total 	Residentes en el Extranjero	2022M08	185.208
Total Nacional	16 País Vasco		Viajero	Total 	Residentes en el Extranjero	2022M07	188.844
Total Nacional	16 País Vasco		Pernoctaciones	Total 		2022M12	406.476
Total Nacional	16 País Vasco		Pernoctaciones	Total 		2022M11	436.886
Total Nacional	16 País Vasco		Pernoctaciones	Total 		2022M10	593.581
Total Nacional	16 País Vasco		Pernoctaciones	Total 		2022M09	642.513
Total Nacional	16 País Vasco		Pernoctaciones	Total 		2022M08	828.058
Total Nacional	16 País Vasco		Pernoctaciones	Total 		2022M07	766.954
Total Nacional	16 País Vasco		Pernoctaciones	Total 	Residentes en España	2022M12	284.077
Total Nacional	16 País Vasco		Pernoctaciones	Total 	Residentes en España	2022M11	282.788
Total Nacional	16 País Vasco		Pernoctaciones	Total 	Residentes en España	2022M10	329.209
Total Nacional	16 País Vasco		Pernoctaciones	Total 	Residentes en España	2022M09	324.193
Total Nacional	16 País Vasco		Pernoctaciones	Total 	Residentes en España	2022M08	461.154
Total Nacional	16 País Vasco		Pernoctaciones	Total 	Residentes en España	2022M07	379.941
Total Nacional	16 País Vasco		Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	122.399
Total Nacional	16 País Vasco		Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	154.098
Total Nacional	16 País Vasco		Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	264.373
Total Nacional	16 País Vasco		Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	318.320
Total Nacional	16 País Vasco		Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	366.904
Total Nacional	16 País Vasco		Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	387.013
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 		2022M12	29.615
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 		2022M11	30.324
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 		2022M10	38.704
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 		2022M09	41.022
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 		2022M08	52.443
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 		2022M07	48.695
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 	Residentes en España	2022M12	24.316
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 	Residentes en España	2022M11	24.043
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 	Residentes en España	2022M10	28.037
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 	Residentes en España	2022M09	26.529
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 	Residentes en España	2022M08	31.811
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 	Residentes en España	2022M07	28.057
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 	Residentes en el Extranjero	2022M12	5.299
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 	Residentes en el Extranjero	2022M11	6.280
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 	Residentes en el Extranjero	2022M10	10.666
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 	Residentes en el Extranjero	2022M09	14.493
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 	Residentes en el Extranjero	2022M08	20.632
Total Nacional	16 País Vasco	01 Araba/Álava	Viajero	Total 	Residentes en el Extranjero	2022M07	20.638
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 		2022M12	57.603
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 		2022M11	60.198
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 		2022M10	77.130
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 		2022M09	77.425
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 		2022M08	101.297
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 		2022M07	90.083
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 	Residentes en España	2022M12	46.784
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 	Residentes en España	2022M11	46.690
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 	Residentes en España	2022M10	55.261
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 	Residentes en España	2022M09	51.216
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 	Residentes en España	2022M08	70.075
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 	Residentes en España	2022M07	55.786
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	10.819
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	13.508
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	21.870
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	26.209
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	31.222
Total Nacional	16 País Vasco	01 Araba/Álava	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	34.297
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 		2022M12	103.038
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 		2022M11	106.382
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 		2022M10	142.526
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 		2022M09	156.169
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 		2022M08	188.995
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 		2022M07	184.982
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 	Residentes en España	2022M12	75.258
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 	Residentes en España	2022M11	73.183
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 	Residentes en España	2022M10	83.235
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 	Residentes en España	2022M09	81.732
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 	Residentes en España	2022M08	101.780
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 	Residentes en España	2022M07	97.637
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 	Residentes en el Extranjero	2022M12	27.780
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 	Residentes en el Extranjero	2022M11	33.199
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 	Residentes en el Extranjero	2022M10	59.291
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 	Residentes en el Extranjero	2022M09	74.437
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 	Residentes en el Extranjero	2022M08	87.215
Total Nacional	16 País Vasco	48 Bizkaia	Viajero	Total 	Residentes en el Extranjero	2022M07	87.345
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 		2022M12	192.226
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 		2022M11	197.426
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 		2022M10	274.386
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 		2022M09	298.328
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 		2022M08	389.814
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 		2022M07	340.461
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 	Residentes en España	2022M12	136.490
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 	Residentes en España	2022M11	129.415
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 	Residentes en España	2022M10	152.611
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 	Residentes en España	2022M09	152.206
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 	Residentes en España	2022M08	222.832
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 	Residentes en España	2022M07	179.855
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	55.736
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	68.012
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	121.775
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	146.121
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	166.983
Total Nacional	16 País Vasco	48 Bizkaia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	160.607
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 		2022M12	85.196
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 		2022M11	95.075
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 		2022M10	121.185
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 		2022M09	129.645
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 		2022M08	146.798
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 		2022M07	142.952
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 	Residentes en España	2022M12	53.999
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 	Residentes en España	2022M11	57.573
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 	Residentes en España	2022M10	62.028
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 	Residentes en España	2022M09	58.492
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 	Residentes en España	2022M08	69.437
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 	Residentes en España	2022M07	62.091
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 	Residentes en el Extranjero	2022M12	31.197
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 	Residentes en el Extranjero	2022M11	37.501
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 	Residentes en el Extranjero	2022M10	59.156
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 	Residentes en el Extranjero	2022M09	71.154
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 	Residentes en el Extranjero	2022M08	77.361
Total Nacional	16 País Vasco	20 Gipuzkoa	Viajero	Total 	Residentes en el Extranjero	2022M07	80.861
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 		2022M12	156.647
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 		2022M11	179.262
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 		2022M10	242.065
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 		2022M09	266.760
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 		2022M08	336.946
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 		2022M07	336.410
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 	Residentes en España	2022M12	100.803
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 	Residentes en España	2022M11	106.684
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 	Residentes en España	2022M10	121.337
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 	Residentes en España	2022M09	120.770
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 	Residentes en España	2022M08	168.247
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 	Residentes en España	2022M07	144.300
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	55.844
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	72.579
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	120.728
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	145.990
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	168.699
Total Nacional	16 País Vasco	20 Gipuzkoa	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	192.109
Total Nacional	17 Rioja, La		Viajero	Total 		2022M12	31.405
Total Nacional	17 Rioja, La		Viajero	Total 		2022M11	38.203
Total Nacional	17 Rioja, La		Viajero	Total 		2022M10	52.988
Total Nacional	17 Rioja, La		Viajero	Total 		2022M09	57.100
Total Nacional	17 Rioja, La		Viajero	Total 		2022M08	68.214
Total Nacional	17 Rioja, La		Viajero	Total 		2022M07	52.191
Total Nacional	17 Rioja, La		Viajero	Total 	Residentes en España	2022M12	28.079
