Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2022M09	275.605
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2022M08	495.128
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2022M07	392.691
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	41.098
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	58.357
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	155.406
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	168.581
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	140.575
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	144.738
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 		2022M12	24.718
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 		2022M11	30.648
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 		2022M10	67.595
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 		2022M09	93.780
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 		2022M08	108.580
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 		2022M07	91.004
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 	Residentes en España	2022M12	22.705
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 	Residentes en España	2022M11	26.377
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 	Residentes en España	2022M10	46.484
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 	Residentes en España	2022M09	61.765
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 	Residentes en España	2022M08	90.797
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 	Residentes en España	2022M07	71.689
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 	Residentes en el Extranjero	2022M12	2.013
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 	Residentes en el Extranjero	2022M11	4.270
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 	Residentes en el Extranjero	2022M10	21.110
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 	Residentes en el Extranjero	2022M09	32.015
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 	Residentes en el Extranjero	2022M08	17.783
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 	Residentes en el Extranjero	2022M07	19.315
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 		2022M12	43.356
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 		2022M11	53.133
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 		2022M10	103.685
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 		2022M09	138.531
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 		2022M08	190.988
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 		2022M07	148.583
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 	Residentes en España	2022M12	39.049
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 	Residentes en España	2022M11	46.347
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 	Residentes en España	2022M10	79.102
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 	Residentes en España	2022M09	99.751
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 	Residentes en España	2022M08	167.735
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 	Residentes en España	2022M07	123.736
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	4.306
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	6.786
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	24.583
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	38.779
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	23.253
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	24.848
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 		2022M12	22.672
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 		2022M11	24.774
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 		2022M10	32.049
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 		2022M09	34.395
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 		2022M08	45.643
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 		2022M07	32.851
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en España	2022M12	20.757
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en España	2022M11	22.520
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en España	2022M10	28.596
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en España	2022M09	29.880
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en España	2022M08	40.206
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en España	2022M07	28.671
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2022M12	1.914
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2022M11	2.254
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2022M10	3.452
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2022M09	4.515
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2022M08	5.437
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2022M07	4.180
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 		2022M12	40.562
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 		2022M11	48.934
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 		2022M10	66.701
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 		2022M09	69.572
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 		2022M08	94.155
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 		2022M07	65.433
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en España	2022M12	36.149
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en España	2022M11	43.873
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en España	2022M10	59.234
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en España	2022M09	60.385
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en España	2022M08	81.506
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en España	2022M07	55.533
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	4.412
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	5.061
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	7.467
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	9.187
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	12.648
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	9.900
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 		2022M12	104.191
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 		2022M11	76.238
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 		2022M10	132.417
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 		2022M09	182.605
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 		2022M08	255.637
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 		2022M07	218.175
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2022M12	79.742
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2022M11	64.716
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2022M10	95.810
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2022M09	123.636
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2022M08	201.361
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2022M07	173.123
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en el Extranjero	2022M12	24.449
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en el Extranjero	2022M11	11.522
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en el Extranjero	2022M10	36.607
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en el Extranjero	2022M09	58.969
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en el Extranjero	2022M08	54.275
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en el Extranjero	2022M07	45.052
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 		2022M12	184.171
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 		2022M11	164.056
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 		2022M10	300.500
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 		2022M09	415.227
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 		2022M08	695.796
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 		2022M07	561.365
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 	Residentes en España	2022M12	146.808
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 	Residentes en España	2022M11	142.758
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 	Residentes en España	2022M10	235.220
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 	Residentes en España	2022M09	324.682
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 	Residentes en España	2022M08	581.686
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 	Residentes en España	2022M07	475.288
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	37.363
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	21.298
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	65.280
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	90.545
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	114.110
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	86.077
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 		2022M12	967.750
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 		2022M11	1.004.095
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 		2022M10	1.104.026
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 		2022M09	1.048.624
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 		2022M08	855.535
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 		2022M07	961.454
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 	Residentes en España	2022M12	620.080
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 	Residentes en España	2022M11	593.671
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 	Residentes en España	2022M10	582.487
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 	Residentes en España	2022M09	550.019
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 	Residentes en España	2022M08	448.780
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 	Residentes en España	2022M07	480.539
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 	Residentes en el Extranjero	2022M12	347.670
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 	Residentes en el Extranjero	2022M11	410.424
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 	Residentes en el Extranjero	2022M10	521.538
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 	Residentes en el Extranjero	2022M09	498.605
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 	Residentes en el Extranjero	2022M08	406.755
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 	Residentes en el Extranjero	2022M07	480.915
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 		2022M12	1.903.855
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 		2022M11	1.932.711
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 		2022M10	2.242.371
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 		2022M09	2.066.264
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 		2022M08	1.701.671
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 		2022M07	1.922.656
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 	Residentes en España	2022M12	1.111.786
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 	Residentes en España	2022M11	991.945
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 	Residentes en España	2022M10	1.012.992
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 	Residentes en España	2022M09	932.436
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 	Residentes en España	2022M08	786.584
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 	Residentes en España	2022M07	830.820
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	792.069
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	940.766
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	1.229.379
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	1.133.828
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	915.087
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	1.091.837
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 		2022M12	967.750
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 		2022M11	1.004.095
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 		2022M10	1.104.026
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 		2022M09	1.048.624
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 		2022M08	855.535
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 		2022M07	961.454
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 	Residentes en España	2022M12	620.080
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 	Residentes en España	2022M11	593.671
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 	Residentes en España	2022M10	582.487
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 	Residentes en España	2022M09	550.019
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 	Residentes en España	2022M08	448.780
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 	Residentes en España	2022M07	480.539
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 	Residentes en el Extranjero	2022M12	347.670
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 	Residentes en el Extranjero	2022M11	410.424
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 	Residentes en el Extranjero	2022M10	521.538
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 	Residentes en el Extranjero	2022M09	498.605
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 	Residentes en el Extranjero	2022M08	406.755
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 	Residentes en el Extranjero	2022M07	480.915
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 		2022M12	1.903.855
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 		2022M11	1.932.711
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 		2022M10	2.242.371
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 		2022M09	2.066.264
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 		2022M08	1.701.671
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 		2022M07	1.922.656
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 	Residentes en España	2022M12	1.111.786
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 	Residentes en España	2022M11	991.945
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 	Residentes en España	2022M10	1.012.992
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 	Residentes en España	2022M09	932.436
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 	Residentes en España	2022M08	786.584
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 	Residentes en España	2022M07	830.820
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	792.069
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	940.766
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	1.229.379
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	1.133.828
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	915.087
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	1.091.837
Total Nacional	14 Murcia, Región de		Viajero	Total 		2022M12	81.362
Total Nacional	14 Murcia, Región de		Viajero	Total 		2022M11	86.478
Total Nacional	14 Murcia, Región de		Viajero	Total 		2022M10	114.295
Total Nacional	14 Murcia, Región de		Viajero	Total 		2022M09	130.782
Total Nacional	14 Murcia, Región de		Viajero	Total 		2022M08	165.738
Total Nacional	14 Murcia, Región de		Viajero	Total 		2022M07	154.415
Total Nacional	14 Murcia, Región de		Viajero	Total 	Residentes en España	2022M12	69.122
Total Nacional	14 Murcia, Región de		Viajero	Total 	Residentes en España	2022M11	67.905
Total Nacional	14 Murcia, Región de		Viajero	Total 	Residentes en España	2022M10	88.542
Total Nacional	14 Murcia, Región de		Viajero	Total 	Residentes en España	2022M09	95.122
Total Nacional	14 Murcia, Región de		Viajero	Total 	Residentes en España	2022M08	124.452
Total Nacional	14 Murcia, Región de		Viajero	Total 	Residentes en España	2022M07	118.870
Total Nacional	14 Murcia, Región de		Viajero	Total 	Residentes en el Extranjero	2022M12	12.241
Total Nacional	14 Murcia, Región de		Viajero	Total 	Residentes en el Extranjero	2022M11	18.573
Total Nacional	14 Murcia, Región de		Viajero	Total 	Residentes en el Extranjero	2022M10	25.753
Total Nacional	14 Murcia, Región de		Viajero	Total 	Residentes en el Extranjero	2022M09	35.660
Total Nacional	14 Murcia, Región de		Viajero	Total 	Residentes en el Extranjero	2022M08	41.286
Total Nacional	14 Murcia, Región de		Viajero	Total 	Residentes en el Extranjero	2022M07	35.545
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 		2022M12	150.176
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 		2022M11	175.114
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 		2022M10	249.445
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 		2022M09	304.460
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 		2022M08	419.552
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 		2022M07	366.877
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 	Residentes en España	2022M12	121.125
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 	Residentes en España	2022M11	131.093
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 	Residentes en España	2022M10	183.750
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 	Residentes en España	2022M09	199.114
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 	Residentes en España	2022M08	312.718
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 	Residentes en España	2022M07	279.455
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	29.051
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	44.021
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	65.695
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	105.346
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	106.834
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	87.422
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 		2022M12	81.362
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 		2022M11	86.478
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 		2022M10	114.295
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 		2022M09	130.782
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 		2022M08	165.738
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 		2022M07	154.415
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 	Residentes en España	2022M12	69.122
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 	Residentes en España	2022M11	67.905
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 	Residentes en España	2022M10	88.542
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 	Residentes en España	2022M09	95.122
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 	Residentes en España	2022M08	124.452
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 	Residentes en España	2022M07	118.870
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 	Residentes en el Extranjero	2022M12	12.241
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 	Residentes en el Extranjero	2022M11	18.573
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 	Residentes en el Extranjero	2022M10	25.753
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 	Residentes en el Extranjero	2022M09	35.660
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 	Residentes en el Extranjero	2022M08	41.286
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 	Residentes en el Extranjero	2022M07	35.545
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 		2022M12	150.176
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 		2022M11	175.114
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 		2022M10	249.445
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 		2022M09	304.460
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 		2022M08	419.552
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 		2022M07	366.877
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 	Residentes en España	2022M12	121.125
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 	Residentes en España	2022M11	131.093
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 	Residentes en España	2022M10	183.750
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 	Residentes en España	2022M09	199.114
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 	Residentes en España	2022M08	312.718
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 	Residentes en España	2022M07	279.455
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M12	29.051
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M11	44.021
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M10	65.695
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M09	105.346
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M08	106.834
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M07	87.422
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 		2022M12	56.963
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 		2022M11	66.873
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 		2022M10	99.414
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 		2022M09	108.043
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 		2022M08	131.170
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 		2022M07	104.218
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 	Residentes en España	2022M12	46.776
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 	Residentes en España	2022M11	54.646
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 	Residentes en España	2022M10	76.216
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 	Residentes en España	2022M09	70.809
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 	Residentes en España	2022M08	85.584
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 	Residentes en España	2022M07	69.289
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 	Residentes en el Extranjero	2022M12	10.187
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 	Residentes en el Extranjero	2022M11	12.227
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 	Residentes en el Extranjero	2022M10	23.198
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 	Residentes en el Extranjero	2022M09	37.234
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 	Residentes en el Extranjero	2022M08	45.586
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 	Residentes en el Extranjero	2022M07	34.930
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 		2022M12	96.700
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 		2022M11	127.927
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 		2022M10	189.709
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 		2022M09	190.787
