Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 	Residentes en España	2022M05	76.288
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 	Residentes en España	2022M04	87.145
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 	Residentes en España	2022M03	68.224
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 	Residentes en España	2022M02	58.389
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 	Residentes en España	2022M01	41.102
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	37.508
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	40.039
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	27.761
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	17.543
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	13.470
Total Nacional	07 Castilla y León	09 Burgos	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	11.943
Total Nacional	07 Castilla y León	24 León	Viajero	Total 		2022M06	87.843
Total Nacional	07 Castilla y León	24 León	Viajero	Total 		2022M05	87.013
Total Nacional	07 Castilla y León	24 León	Viajero	Total 		2022M04	71.647
Total Nacional	07 Castilla y León	24 León	Viajero	Total 		2022M03	45.284
Total Nacional	07 Castilla y León	24 León	Viajero	Total 		2022M02	38.959
Total Nacional	07 Castilla y León	24 León	Viajero	Total 		2022M01	28.161
Total Nacional	07 Castilla y León	24 León	Viajero	Total 	Residentes en España	2022M06	62.498
Total Nacional	07 Castilla y León	24 León	Viajero	Total 	Residentes en España	2022M05	57.538
Total Nacional	07 Castilla y León	24 León	Viajero	Total 	Residentes en España	2022M04	57.409
Total Nacional	07 Castilla y León	24 León	Viajero	Total 	Residentes en España	2022M03	40.517
Total Nacional	07 Castilla y León	24 León	Viajero	Total 	Residentes en España	2022M02	36.122
Total Nacional	07 Castilla y León	24 León	Viajero	Total 	Residentes en España	2022M01	25.822
Total Nacional	07 Castilla y León	24 León	Viajero	Total 	Residentes en el Extranjero	2022M06	25.345
Total Nacional	07 Castilla y León	24 León	Viajero	Total 	Residentes en el Extranjero	2022M05	29.475
Total Nacional	07 Castilla y León	24 León	Viajero	Total 	Residentes en el Extranjero	2022M04	14.238
Total Nacional	07 Castilla y León	24 León	Viajero	Total 	Residentes en el Extranjero	2022M03	4.767
Total Nacional	07 Castilla y León	24 León	Viajero	Total 	Residentes en el Extranjero	2022M02	2.837
Total Nacional	07 Castilla y León	24 León	Viajero	Total 	Residentes en el Extranjero	2022M01	2.339
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 		2022M06	130.311
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 		2022M05	128.988
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 		2022M04	111.180
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 		2022M03	78.561
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 		2022M02	70.277
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 		2022M01	50.657
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 	Residentes en España	2022M06	96.613
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 	Residentes en España	2022M05	89.846
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 	Residentes en España	2022M04	91.997
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 	Residentes en España	2022M03	70.859
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 	Residentes en España	2022M02	65.431
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 	Residentes en España	2022M01	46.757
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	33.698
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	39.142
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	19.183
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	7.702
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	4.846
Total Nacional	07 Castilla y León	24 León	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	3.900
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 		2022M06	19.665
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 		2022M05	19.143
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 		2022M04	17.143
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 		2022M03	11.279
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 		2022M02	10.619
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 		2022M01	7.615
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 	Residentes en España	2022M06	14.017
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 	Residentes en España	2022M05	12.855
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 	Residentes en España	2022M04	14.038
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 	Residentes en España	2022M03	9.809
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 	Residentes en España	2022M02	9.543
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 	Residentes en España	2022M01	6.721
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 	Residentes en el Extranjero	2022M06	5.648
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 	Residentes en el Extranjero	2022M05	6.288
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 	Residentes en el Extranjero	2022M04	3.106
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 	Residentes en el Extranjero	2022M03	1.470
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 	Residentes en el Extranjero	2022M02	1.076
Total Nacional	07 Castilla y León	34 Palencia	Viajero	Total 	Residentes en el Extranjero	2022M01	894
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 		2022M06	34.385
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 		2022M05	31.750
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 		2022M04	30.339
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 		2022M03	23.191
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 		2022M02	19.692
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 		2022M01	14.090
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 	Residentes en España	2022M06	27.588
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 	Residentes en España	2022M05	24.319
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 	Residentes en España	2022M04	26.071
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 	Residentes en España	2022M03	20.498
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 	Residentes en España	2022M02	17.918
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 	Residentes en España	2022M01	12.163
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	6.796
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	7.431
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	4.268
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	2.692
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	1.774
Total Nacional	07 Castilla y León	34 Palencia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	1.927
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 		2022M06	80.796
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 		2022M05	77.161
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 		2022M04	84.643
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 		2022M03	55.241
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 		2022M02	51.793
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 		2022M01	36.913
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 	Residentes en España	2022M06	56.820
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 	Residentes en España	2022M05	52.592
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 	Residentes en España	2022M04	63.825
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 	Residentes en España	2022M03	42.690
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 	Residentes en España	2022M02	42.586
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 	Residentes en España	2022M01	28.555
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 	Residentes en el Extranjero	2022M06	23.976
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 	Residentes en el Extranjero	2022M05	24.569
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 	Residentes en el Extranjero	2022M04	20.818
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 	Residentes en el Extranjero	2022M03	12.551
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 	Residentes en el Extranjero	2022M02	9.207
Total Nacional	07 Castilla y León	37 Salamanca	Viajero	Total 	Residentes en el Extranjero	2022M01	8.358
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 		2022M06	139.343
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 		2022M05	136.302
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 		2022M04	148.620
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 		2022M03	103.528
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 		2022M02	89.786
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 		2022M01	63.402
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 	Residentes en España	2022M06	101.922
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 	Residentes en España	2022M05	96.860
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 	Residentes en España	2022M04	116.254
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 	Residentes en España	2022M03	83.345
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 	Residentes en España	2022M02	75.844
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 	Residentes en España	2022M01	50.262
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	37.421
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	39.441
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	32.367
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	20.183
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	13.942
Total Nacional	07 Castilla y León	37 Salamanca	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	13.140
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 		2022M06	42.857
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 		2022M05	35.545
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 		2022M04	38.857
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 		2022M03	28.170
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 		2022M02	25.723
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 		2022M01	19.206
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 	Residentes en España	2022M06	35.036
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 	Residentes en España	2022M05	27.653
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 	Residentes en España	2022M04	32.177
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 	Residentes en España	2022M03	24.782
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 	Residentes en España	2022M02	23.119
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 	Residentes en España	2022M01	16.875
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 	Residentes en el Extranjero	2022M06	7.821
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 	Residentes en el Extranjero	2022M05	7.892
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 	Residentes en el Extranjero	2022M04	6.680
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 	Residentes en el Extranjero	2022M03	3.388
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 	Residentes en el Extranjero	2022M02	2.604
Total Nacional	07 Castilla y León	40 Segovia	Viajero	Total 	Residentes en el Extranjero	2022M01	2.331
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 		2022M06	70.874
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 		2022M05	71.416
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 		2022M04	77.685
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 		2022M03	58.540
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 		2022M02	52.768
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 		2022M01	38.825
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 	Residentes en España	2022M06	56.760
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 	Residentes en España	2022M05	50.782
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 	Residentes en España	2022M04	59.735
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 	Residentes en España	2022M03	45.876
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 	Residentes en España	2022M02	42.831
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 	Residentes en España	2022M01	28.456
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	14.114
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	20.634
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	17.950
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	12.664
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	9.937
Total Nacional	07 Castilla y León	40 Segovia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	10.369
Total Nacional	07 Castilla y León	42 Soria	Viajero	Total 		2022M06	19.742
Total Nacional	07 Castilla y León	42 Soria	Viajero	Total 		2022M05	19.534
Total Nacional	07 Castilla y León	42 Soria	Viajero	Total 		2022M04	19.482
Total Nacional	07 Castilla y León	42 Soria	Viajero	Total 		2022M03	13.414
Total Nacional	07 Castilla y León	42 Soria	Viajero	Total 		2022M02	13.601
Total Nacional	07 Castilla y León	42 Soria	Viajero	Total 		2022M01	8.453
Total Nacional	07 Castilla y León	42 Soria	Viajero	Total 	Residentes en España	2022M06	17.976
Total Nacional	07 Castilla y León	42 Soria	Viajero	Total 	Residentes en España	2022M05	17.555
Total Nacional	07 Castilla y León	42 Soria	Viajero	Total 	Residentes en España	2022M04	18.243
Total Nacional	07 Castilla y León	42 Soria	Viajero	Total 	Residentes en España	2022M03	12.688
Total Nacional	07 Castilla y León	42 Soria	Viajero	Total 	Residentes en España	2022M02	12.945
Total Nacional	07 Castilla y León	42 Soria	Viajero	Total 	Residentes en España	2022M01	7.752
Total Nacional	07 Castilla y León	42 Soria	Viajero	Total 	Residentes en el Extranjero	2022M06	1.766
Total Nacional	07 Castilla y León	42 Soria	Viajero	Total 	Residentes en el Extranjero	2022M05	1.979
Total Nacional	07 Castilla y León	42 Soria	Viajero	Total 	Residentes en el Extranjero	2022M04	1.239
Total Nacional	07 Castilla y León	42 Soria	Viajero	Total 	Residentes en el Extranjero	2022M03	726
Total Nacional	07 Castilla y León	42 Soria	Viajero	Total 	Residentes en el Extranjero	2022M02	656
Total Nacional	07 Castilla y León	42 Soria	Viajero	Total 	Residentes en el Extranjero	2022M01	701
Total Nacional	07 Castilla y León	42 Soria	Pernoctaciones	Total 		2022M06	37.022
Total Nacional	07 Castilla y León	42 Soria	Pernoctaciones	Total 		2022M05	37.614
Total Nacional	07 Castilla y León	42 Soria	Pernoctaciones	Total 		2022M04	36.942
Total Nacional	07 Castilla y León	42 Soria	Pernoctaciones	Total 		2022M03	26.887
Total Nacional	07 Castilla y León	42 Soria	Pernoctaciones	Total 		2022M02	26.564
Total Nacional	07 Castilla y León	42 Soria	Pernoctaciones	Total 		2022M01	17.469
Total Nacional	07 Castilla y León	42 Soria	Pernoctaciones	Total 	Residentes en España	2022M06	33.086
Total Nacional	07 Castilla y León	42 Soria	Pernoctaciones	Total 	Residentes en España	2022M05	34.207
Total Nacional	07 Castilla y León	42 Soria	Pernoctaciones	Total 	Residentes en España	2022M04	35.146
Total Nacional	07 Castilla y León	42 Soria	Pernoctaciones	Total 	Residentes en España	2022M03	25.182
Total Nacional	07 Castilla y León	42 Soria	Pernoctaciones	Total 	Residentes en España	2022M02	25.500
Total Nacional	07 Castilla y León	42 Soria	Pernoctaciones	Total 	Residentes en España	2022M01	16.153
Total Nacional	07 Castilla y León	42 Soria	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	3.936
Total Nacional	07 Castilla y León	42 Soria	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	3.407
Total Nacional	07 Castilla y León	42 Soria	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	1.796
Total Nacional	07 Castilla y León	42 Soria	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	1.705
Total Nacional	07 Castilla y León	42 Soria	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	1.064
Total Nacional	07 Castilla y León	42 Soria	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	1.315
