Totales Territoriales	Comunidades y Ciudades Autónomas	Provincias	Viajeros y pernoctaciones	Residencia: Nivel 1	Residencia: Nivel 2	Periodo	Total
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2022M05	209.105
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2022M04	213.752
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2022M03	153.507
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2022M02	128.622
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en España	2022M01	92.820
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	160.124
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	153.514
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	93.380
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	46.227
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	25.137
Total Nacional	12 Galicia	15 Coruña, A	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	23.102
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 		2022M06	73.618
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 		2022M05	71.720
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 		2022M04	58.770
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 		2022M03	29.502
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 		2022M02	22.040
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 		2022M01	16.206
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 	Residentes en España	2022M06	48.858
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 	Residentes en España	2022M05	46.610
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 	Residentes en España	2022M04	46.688
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 	Residentes en España	2022M03	25.183
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 	Residentes en España	2022M02	20.387
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 	Residentes en España	2022M01	15.178
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 	Residentes en el Extranjero	2022M06	24.760
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 	Residentes en el Extranjero	2022M05	25.110
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 	Residentes en el Extranjero	2022M04	12.083
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 	Residentes en el Extranjero	2022M03	4.318
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 	Residentes en el Extranjero	2022M02	1.652
Total Nacional	12 Galicia	27 Lugo	Viajero	Total 	Residentes en el Extranjero	2022M01	1.028
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 		2022M06	110.995
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 		2022M05	99.385
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 		2022M04	88.645
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 		2022M03	49.475
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 		2022M02	38.897
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 		2022M01	29.216
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 	Residentes en España	2022M06	81.414
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 	Residentes en España	2022M05	69.719
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 	Residentes en España	2022M04	73.448
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 	Residentes en España	2022M03	42.589
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 	Residentes en España	2022M02	35.554
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 	Residentes en España	2022M01	26.543
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	29.581
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	29.666
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	15.197
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	6.886
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	3.342
Total Nacional	12 Galicia	27 Lugo	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	2.673
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 		2022M06	31.665
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 		2022M05	29.434
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 		2022M04	29.707
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 		2022M03	21.550
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 		2022M02	21.714
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 		2022M01	14.284
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en España	2022M06	27.538
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en España	2022M05	25.904
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en España	2022M04	26.880
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en España	2022M03	20.122
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en España	2022M02	19.981
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en España	2022M01	13.326
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2022M06	4.128
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2022M05	3.530
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2022M04	2.827
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2022M03	1.427
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2022M02	1.733
Total Nacional	12 Galicia	32 Ourense	Viajero	Total 	Residentes en el Extranjero	2022M01	959
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 		2022M06	60.651
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 		2022M05	58.151
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 		2022M04	56.388
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 		2022M03	40.587
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 		2022M02	36.608
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 		2022M01	24.325
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en España	2022M06	54.155
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en España	2022M05	52.343
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en España	2022M04	50.592
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en España	2022M03	37.591
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en España	2022M02	33.530
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en España	2022M01	22.295
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	6.496
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	5.808
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	5.796
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	2.995
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	3.079
Total Nacional	12 Galicia	32 Ourense	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	2.030
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 		2022M06	149.029
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 		2022M05	123.231
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 		2022M04	109.089
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 		2022M03	57.999
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 		2022M02	50.256
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 		2022M01	35.887
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2022M06	105.027
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2022M05	79.215
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2022M04	79.816
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2022M03	46.776
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2022M02	41.780
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en España	2022M01	30.782
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en el Extranjero	2022M06	44.002
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en el Extranjero	2022M05	44.016
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en el Extranjero	2022M04	29.273
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en el Extranjero	2022M03	11.223
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en el Extranjero	2022M02	8.476
Total Nacional	12 Galicia	36 Pontevedra	Viajero	Total 	Residentes en el Extranjero	2022M01	5.105
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 		2022M06	327.517
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 		2022M05	242.198
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 		2022M04	221.392
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 		2022M03	122.593
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 		2022M02	93.623
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 		2022M01	70.829
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 	Residentes en España	2022M06	253.380
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 	Residentes en España	2022M05	176.127
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 	Residentes en España	2022M04	175.176
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 	Residentes en España	2022M03	99.584
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 	Residentes en España	2022M02	77.787
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 	Residentes en España	2022M01	57.423
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	74.137
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	66.071
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	46.216
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	23.009
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	15.836
Total Nacional	12 Galicia	36 Pontevedra	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	13.407
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 		2022M06	1.016.352
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 		2022M05	1.010.998
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 		2022M04	951.920
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 		2022M03	848.985
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 		2022M02	721.193
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 		2022M01	569.467
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 	Residentes en España	2022M06	554.884
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 	Residentes en España	2022M05	550.965
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 	Residentes en España	2022M04	555.151
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 	Residentes en España	2022M03	525.292
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 	Residentes en España	2022M02	484.422
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 	Residentes en España	2022M01	386.597
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 	Residentes en el Extranjero	2022M06	461.468
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 	Residentes en el Extranjero	2022M05	460.034
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 	Residentes en el Extranjero	2022M04	396.769
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 	Residentes en el Extranjero	2022M03	323.693
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 	Residentes en el Extranjero	2022M02	236.771
Total Nacional	13 Madrid, Comunidad de		Viajero	Total 	Residentes en el Extranjero	2022M01	182.870
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 		2022M06	2.029.532
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 		2022M05	2.052.491
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 		2022M04	2.004.575
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 		2022M03	1.720.481
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 		2022M02	1.435.535
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 		2022M01	1.193.236
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 	Residentes en España	2022M06	940.874
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 	Residentes en España	2022M05	941.725
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 	Residentes en España	2022M04	981.114
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 	Residentes en España	2022M03	905.312
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 	Residentes en España	2022M02	847.027
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 	Residentes en España	2022M01	699.507
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	1.088.657
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	1.110.766
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	1.023.461
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	815.168
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	588.508
Total Nacional	13 Madrid, Comunidad de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	493.728
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 		2022M06	1.016.352
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 		2022M05	1.010.998
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 		2022M04	951.920
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 		2022M03	848.985
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 		2022M02	721.193
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 		2022M01	569.467
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 	Residentes en España	2022M06	554.884
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 	Residentes en España	2022M05	550.965
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 	Residentes en España	2022M04	555.151
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 	Residentes en España	2022M03	525.292
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 	Residentes en España	2022M02	484.422
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 	Residentes en España	2022M01	386.597
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 	Residentes en el Extranjero	2022M06	461.468
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 	Residentes en el Extranjero	2022M05	460.034
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 	Residentes en el Extranjero	2022M04	396.769
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 	Residentes en el Extranjero	2022M03	323.693
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 	Residentes en el Extranjero	2022M02	236.771
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Viajero	Total 	Residentes en el Extranjero	2022M01	182.870
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 		2022M06	2.029.532
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 		2022M05	2.052.491
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 		2022M04	2.004.575
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 		2022M03	1.720.481
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 		2022M02	1.435.535
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 		2022M01	1.193.236
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 	Residentes en España	2022M06	940.874
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 	Residentes en España	2022M05	941.725
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 	Residentes en España	2022M04	981.114
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 	Residentes en España	2022M03	905.312
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 	Residentes en España	2022M02	847.027
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 	Residentes en España	2022M01	699.507
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	1.088.657
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	1.110.766
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	1.023.461
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	815.168
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	588.508
Total Nacional	13 Madrid, Comunidad de	28 Madrid	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	493.728
Total Nacional	14 Murcia, Región de		Viajero	Total 		2022M06	127.522
Total Nacional	14 Murcia, Región de		Viajero	Total 		2022M05	116.088
Total Nacional	14 Murcia, Región de		Viajero	Total 		2022M04	122.045
Total Nacional	14 Murcia, Región de		Viajero	Total 		2022M03	82.864
Total Nacional	14 Murcia, Región de		Viajero	Total 		2022M02	75.577
Total Nacional	14 Murcia, Región de		Viajero	Total 		2022M01	50.713
Total Nacional	14 Murcia, Región de		Viajero	Total 	Residentes en España	2022M06	98.921
Total Nacional	14 Murcia, Región de		Viajero	Total 	Residentes en España	2022M05	87.949
Total Nacional	14 Murcia, Región de		Viajero	Total 	Residentes en España	2022M04	96.291
Total Nacional	14 Murcia, Región de		Viajero	Total 	Residentes en España	2022M03	65.218
Total Nacional	14 Murcia, Región de		Viajero	Total 	Residentes en España	2022M02	60.251
Total Nacional	14 Murcia, Región de		Viajero	Total 	Residentes en España	2022M01	40.387
Total Nacional	14 Murcia, Región de		Viajero	Total 	Residentes en el Extranjero	2022M06	28.600
Total Nacional	14 Murcia, Región de		Viajero	Total 	Residentes en el Extranjero	2022M05	28.140
Total Nacional	14 Murcia, Región de		Viajero	Total 	Residentes en el Extranjero	2022M04	25.754
Total Nacional	14 Murcia, Región de		Viajero	Total 	Residentes en el Extranjero	2022M03	17.646
Total Nacional	14 Murcia, Región de		Viajero	Total 	Residentes en el Extranjero	2022M02	15.326
Total Nacional	14 Murcia, Región de		Viajero	Total 	Residentes en el Extranjero	2022M01	10.326
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 		2022M06	300.615
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 		2022M05	277.470
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 		2022M04	289.758
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 		2022M03	184.392
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 		2022M02	146.687
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 		2022M01	90.994
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 	Residentes en España	2022M06	215.117
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 	Residentes en España	2022M05	209.806
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 	Residentes en España	2022M04	223.997
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 	Residentes en España	2022M03	136.475
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 	Residentes en España	2022M02	108.210
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 	Residentes en España	2022M01	66.903
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	85.498
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	67.664
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	65.761
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	47.918
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	38.477
Total Nacional	14 Murcia, Región de		Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	24.091
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 		2022M06	127.522
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 		2022M05	116.088
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 		2022M04	122.045
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 		2022M03	82.864
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 		2022M02	75.577
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 		2022M01	50.713
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 	Residentes en España	2022M06	98.921
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 	Residentes en España	2022M05	87.949
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 	Residentes en España	2022M04	96.291
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 	Residentes en España	2022M03	65.218
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 	Residentes en España	2022M02	60.251
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 	Residentes en España	2022M01	40.387
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 	Residentes en el Extranjero	2022M06	28.600
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 	Residentes en el Extranjero	2022M05	28.140
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 	Residentes en el Extranjero	2022M04	25.754
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 	Residentes en el Extranjero	2022M03	17.646
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 	Residentes en el Extranjero	2022M02	15.326
Total Nacional	14 Murcia, Región de	30 Murcia	Viajero	Total 	Residentes en el Extranjero	2022M01	10.326
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 		2022M06	300.615
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 		2022M05	277.470
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 		2022M04	289.758
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 		2022M03	184.392
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 		2022M02	146.687
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 		2022M01	90.994
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 	Residentes en España	2022M06	215.117
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 	Residentes en España	2022M05	209.806
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 	Residentes en España	2022M04	223.997
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 	Residentes en España	2022M03	136.475
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 	Residentes en España	2022M02	108.210
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 	Residentes en España	2022M01	66.903
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M06	85.498
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M05	67.664
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M04	65.761
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M03	47.918
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M02	38.477
Total Nacional	14 Murcia, Región de	30 Murcia	Pernoctaciones	Total 	Residentes en el Extranjero	2022M01	24.091
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 		2022M06	96.192
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 		2022M05	94.598
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 		2022M04	91.767
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 		2022M03	63.314
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 		2022M02	51.971
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 		2022M01	36.535
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 	Residentes en España	2022M06	66.879
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 	Residentes en España	2022M05	61.664
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 	Residentes en España	2022M04	67.900
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 	Residentes en España	2022M03	51.681
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 	Residentes en España	2022M02	43.592
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 	Residentes en España	2022M01	29.734
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 	Residentes en el Extranjero	2022M06	29.313
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 	Residentes en el Extranjero	2022M05	32.934
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 	Residentes en el Extranjero	2022M04	23.867
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 	Residentes en el Extranjero	2022M03	11.633
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 	Residentes en el Extranjero	2022M02	8.379
Total Nacional	15 Navarra, Comunidad Foral de		Viajero	Total 	Residentes en el Extranjero	2022M01	6.802
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 		2022M06	170.061
Total Nacional	15 Navarra, Comunidad Foral de		Pernoctaciones	Total 		2022M05	168.997
